author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/287288002/;Москва;sale;flat;16;51;1;29.0;517241;15000000;Пресненский;Шмитовский проезд;Шелепиха;Headliner
ПИК;developer;https://www.cian.ru/sale/flat/283074222/;Москва;sale;flat;21;33;1;36.2;347136;12566359;Головинский;Кронштадтский бульвар;Водный стадион;Кронштадтский 14
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/285230876/;Москва;sale;flat;4;9;1;32.0;359375;11500000;Пресненский;Причальный проезд;Шелепиха;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/287087772/;Москва;sale;flat;3;9;1;31.5;365079;11500000;Проспект Вернадского;Лобачевского;Проспект Вернадского;
ЦЗН ПРОСПЕКТ МИРА;real_estate_agent;https://www.cian.ru/sale/flat/284655579/;Москва;sale;flat;2;17;1;40.0;302500;12100000;Кунцево;Молодогвардейская;Молодёжная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/285251375/;Москва;sale;flat;2;7;1;51.4;252821;12995000;Можайский;Верейская;Давыдково;Loft 151
CENTURY 21;real_estate_agent;https://www.cian.ru/sale/flat/287055306/;Москва;sale;flat;8;39;1;40.0;362500;14500000;Раменки;Лобачевского;Аминьевская;Крылья
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/287296909/;Москва;sale;flat;3;21;1;41.6;389423;16200000;Хорошево-Мневники;3-я Хорошевская;Зорге;Вереск
Адрес;real_estate_agent;https://www.cian.ru/sale/flat/284517014/;Москва;sale;flat;3;6;1;22.7;176211;4000000;Перово;2-я Энтузиастов;Андроновка;
ID 10202674;realtor;https://www.cian.ru/sale/flat/270142433/;Москва;sale;flat;2;5;1;18.8;225000;4230000;Текстильщики;Артюхиной;Текстильщики;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/278745498/;Москва;sale;flat;3;4;1;14.6;288698;4215000;Покровское-Стрешнево;Волоколамское шоссе;Трикотажная;
ID 101643854;homeowner;https://www.cian.ru/sale/flat/287266860/;Москва;sale;flat;1;5;1;35.0;125714;4400000;;;;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/282940489/;Москва;sale;flat;2;5;1;15.0;365000;5475000;Басманный;Центросоюзный переулок;Бауманская;
